1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,25,26,27
7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,31,32,33
13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,37,38,39
25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,25,26,25,26,25,25,25,26,27,14,15,13,14,15,13,14,15,13,14,15,25,26,25,26,27,15,13,14,15,13,14,15,25,26,27,13,14,15,13,25,26,27,27,15,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,25,31,32,31,32,31,31,31,32,33,2,3,1,2,3,1,2,3,1,25,26,31,32,31,32,25,26,27,2,3,1,2,3,25,26,27,1,2,3,1,25,26,27,33,3,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,31,37,38,37,38,37,37,37,38,39,8,9,7,8,9,7,8,9,7,31,32,37,38,37,38,31,25,26,27,9,7,8,9,25,25,26,27,8,9,7,31,25,26,27,9,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,37,38,39,14,15,13,37,25,26,27,15,13,14,15,31,25,26,27,14,15,13,37,25,26,27,15,13,14,15
1,2,3,1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,25,26,27,3,1,2,3,37,25,25,26,27,3,1,2,25,26,27,3,1,2,3
7,8,9,7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,25,26,27,9,7,8,9,7,31,25,25,25,25,25,25,31,32,33,9,7,8,9
13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,37,25,26,27,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,25,26,27,15,13,14,15,13,37,31,31,31,31,31,31,37,25,26,27,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,1,31,32,25,26,27,25,26,27,1,2,25,26,27,3,25,26,27,1,2,3,1,2,3,1,25,26,27,27,3,1,2,3,1,2,37,37,37,37,37,37,25,26,27,33,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,7,37,38,31,32,33,31,32,33,7,8,31,25,25,26,27,32,33,7,8,9,7,8,9,25,26,27,27,33,9,7,8,9,7,8,9,7,8,9,7,8,25,26,27,39,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,37,38,39,25,26,27,13,14,37,25,26,27,27,38,39,13,14,15,13,14,25,26,27,27,33,39,15,13,14,15,13,14,15,13,14,15,13,14,31,25,26,27,13,14,15
1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,1,2,3,25,26,27,1,2,3,1,2,3,1,2,25,26,27,33,1,2,25,26,27,27,33,27,3,1,2,3,1,25,26,27,27,33,39,2,3,1,2,3,1,2,3,1,2,3,1,2,37,25,26,27,1,2,3
7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,7,8,9,31,32,33,7,8,9,7,8,9,7,8,25,26,27,39,7,8,25,26,27,33,39,27,9,7,8,9,7,25,26,27,33,39,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,25,26,27,7,8,9
13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,37,38,39,13,14,15,25,26,27,27,26,27,27,33,15,13,25,26,27,27,39,25,26,27,13,14,15,13,31,32,33,39,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,25,26,27,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,31,32,33,33,32,33,33,39,3,1,25,26,27,33,31,31,32,33,1,2,25,26,27,25,26,25,25,25,25,25,25,26,27,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,37,38,39,39,38,39,39,8,9,7,31,32,33,39,37,37,38,39,7,8,31,32,33,31,32,31,31,31,31,31,31,32,33,7,8,9,7,8,9,7,8,9,25,26,27,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,37,38,39,14,15,13,14,15,13,14,37,38,39,37,38,37,37,37,37,37,37,38,39,13,14,15,13,14,15,13,14,15,31,32,33,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,37,38,39,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,25,26,27,27,15,13,14,15,13,14,15,13,14,25,26,27,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,25,26,27,27,33,3,1,2,3,1,2,3,1,2,25,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,25,26,27,33,39,9,25,26,27,7,8,9,7,8,31,25,26,27,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,31,32,33,39,25,25,25,25,25,26,27,15,13,14,37,25,25,26,27,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,25,26,27,39,1,31,31,31,31,25,25,26,27,1,2,3,31,25,25,26,27,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,25,26,27,9,7,37,37,37,37,31,25,26,27,7,8,9,37,31,25,26,27,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,25,26,27,15,13,14,15,13,25,26,27,27,27,13,14,15,13,37,25,26,27,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,25,26,27,3,1,2,3,25,26,27,27,33,33,1,2,3,1,2,25,26,27,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,25,26,27,9,7,8,9,25,26,27,33,39,39,7,8,9,7,25,26,27,27,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,31,25,26,27,13,14,15,25,25,25,25,26,27,13,14,25,26,27,27,27,33,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,37,25,25,25,26,27,3,31,31,31,31,32,33,1,2,25,26,27,33,33,39,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,31,31,31,32,33,9,37,37,37,37,38,39,7,8,31,32,33,39,39,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,37,37,37,38,39,15,13,14,15,13,14,15,13,14,37,38,39,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
1,2,3,1,2,3,25,26,27,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3
7,8,9,7,8,9,31,32,33,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9,7,8,9
13,14,15,13,14,15,37,38,39,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15,13,14,15
